,CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
5124,F34540,2021-03-10 00:00:00,2021-04-16,3184.0
5165,F34581,2021-03-17 00:00:00,2021-04-21,25126.64
5167,F34583,2021-03-22 00:00:00,2021-05-06,2241.0
5183,F34599,2021-03-16 00:00:00,2021-04-22,4800.0
5187,F34603,2021-03-23 00:00:00,2021-04-22,682.5
5194,F34610,2021-03-24 00:00:00,2021-04-23,775.21
5195,F34611,2021-02-17 00:00:00,2021-03-24,710.0000000000001
5210,F34626,2021-03-19 00:00:00,2021-04-24,3754.1200000000003
5217,F34633,2021-03-26 00:00:00,2021-04-25,4543.4400000000005
5307,F34723,2021-04-08 00:00:00,2021-05-08,4543.4400000000005
5347,F34763,2021-03-26 00:00:00,2021-05-13,3640.0000000000005
5348,F34764,2021-03-29 00:00:00,2021-05-13,6284.0
5349,F34765,2021-03-29 00:00:00,2021-05-13,6284.000000000001
5382,F34798,2021-04-14 00:00:00,2021-04-30,6938.000000000001
5386,F34802,2021-04-15 00:00:00,2021-07-14,300.0
5392,F34808,2021-03-29 00:00:00,2021-05-16,6284.000000000001
5417,F34833,2021-04-20 00:00:00,2021-04-20,180.00000000000003
5447,F34863,2021-04-21 00:00:00,2021-04-22,4170.6
5454,F34870,2021-04-23 00:00:00,2021-05-23,2563.75
5456,F34872,2021-04-23 00:00:00,2021-05-23,1888.75
5476,F34892,2021-04-26 00:00:00,2021-05-26,1888.75
5484,F34900,2021-04-21 00:00:00,2021-05-27,8031.000000000001
5491,F34907,2021-04-26 00:00:00,2021-04-28,4431.0
5540,F34956,2021-05-03 00:00:00,2021-05-04,140.0
5541,F34957,2021-04-21 00:00:00,2021-06-03,5973.000000000001
5542,F34958,2021-04-21 00:00:00,2021-06-03,24842.500000000004
5543,F34959,2021-05-04 00:00:00,2021-06-03,3810.0000000000005
5565,F34981,2021-05-05 00:00:00,2021-06-04,2271.7200000000003
5566,F34982,2021-04-23 00:00:00,2021-06-04,809.86
5578,F34994,2021-05-06 00:00:00,2021-05-21,2083.7250000000004
5592,F35008,2021-05-10 00:00:00,2021-06-09,230.00000000000003
5599,F35015,2021-05-11 00:00:00,2021-05-11,1350.0
5631,F35047,2021-05-13 00:00:00,2021-05-28,390.00000000000006
5666,F35082,2021-05-19 00:00:00,2021-06-03,175.0
5667,F35083,2021-05-18 00:00:00,2021-05-19,4471.24
5706,F35122,2021-05-19 00:00:00,2021-06-23,1342.02
5782,F35198,2021-05-03 00:00:00,2021-05-31,399.00750000000005
5839,F35255,2021-06-03 00:00:00,2021-09-02,17372.82
5850,F35266,2021-06-08 00:00:00,2021-07-08,2271.7200000000003
5868,F35284,2021-06-09 00:00:00,2021-06-25,1960.5993000000003
5883,F35299,2021-06-11 00:00:00,2021-06-11,380.00000000000006
5910,F35326,2021-06-15 00:00:00,2021-07-15,1250.0
5924,F35340,2021-06-15 00:00:00,2021-07-17,6200.000000000001
5933,F35349,2021-06-18 00:00:00,2021-07-18,3900.0000000000005
5945,F35361,2021-06-23 00:00:00,2021-08-05,9064.0
5950,F35366,2021-06-21 00:00:00,2021-07-21,736.0000000000001
5991,F35407,2021-06-25 00:00:00,2021-06-25,250.0
5992,F35408,2021-06-25 00:00:00,2021-06-25,250.00000000000003
5993,F35409,2021-06-25 00:00:00,2021-06-25,725.0000000000001
6014,F35430,2021-06-22 00:00:00,2021-06-29,8327.41
6040,F35456,2021-06-30 00:00:00,2021-08-29,23625.000000000004
6068,F35484,2021-07-02 00:00:00,2021-08-01,2271.7200000000003
6091,F35507,2021-06-24 00:00:00,2021-08-05,17850.0
6092,F35508,2021-05-07 00:00:00,2021-07-06,1170.6000000000001
6099,F35515,2021-07-07 00:00:00,2021-07-07,1365.0
6124,F35540,2021-07-09 00:00:00,2021-09-07,9450.0
6142,F35558,2021-07-09 00:00:00,2021-08-12,1475.0
6203,F35619,2021-07-12 00:00:00,2021-08-20,3555.0
6208,F35624,2021-07-15 00:00:00,2021-08-20,2200.0
6239,F35655,2021-07-16 00:00:00,2021-10-21,30437.82
6248,F35664,2021-07-26 00:00:00,2021-07-26,546.0
6270,F35686,2021-07-28 00:00:00,2021-08-27,455.0
6285,F35701,2021-07-29 00:00:00,2021-08-28,3414.0
6293,F35709,2021-07-29 00:00:00,2021-08-29,11321.500000000002
6295,F35711,2021-07-30 00:00:00,2021-08-29,11081.5225
6337,F35753,2021-07-29 00:00:00,2021-09-03,4157.22
6344,F35760,2021-08-04 00:00:00,2021-09-03,3120.0015000000003
6349,F35765,2021-08-06 00:00:00,2021-09-04,5832.000000000001
6350,F35766,2021-06-24 00:00:00,2021-09-04,17850.0
6365,F35781,2021-08-06 00:00:00,2021-09-05,6243.6
6381,F35797,2021-08-06 00:00:00,2021-11-08,17959.23
6402,F35818,2021-08-04 00:00:00,2021-09-11,10742.0
6431,F35847,2021-08-13 00:00:00,2021-08-31,1236.8
6464,F35880,2021-08-18 00:00:00,2021-08-18,2692.706
6468,F35884,2021-08-02 00:00:00,2021-08-19,1420.0000000000002
6469,F35885,2021-07-20 00:00:00,2021-08-19,731.84
6514,F35930,2021-08-20 00:00:00,2021-09-23,4400.0
6529,F35945,2021-08-09 00:00:00,2021-08-25,17396.15
6556,F35972,2021-08-30 00:00:00,2021-09-29,9365.400000000001
6563,F35979,2021-08-30 00:00:00,2021-09-29,4620.0
6610,F36026,2021-09-01 00:00:00,2021-09-10,908.0000000000001
6654,F36070,2021-09-06 00:00:00,2021-10-06,9365.400000000001
6655,F36071,2021-09-06 00:00:00,2021-10-06,4620.0
6671,F36087,2021-08-25 00:00:00,2021-10-08,3932.0
6717,F36133,2021-08-25 00:00:00,2021-10-13,3888.0000000000005
6736,F36152,2021-09-15 00:00:00,2021-10-15,5832.0
6744,F36160,2021-09-13 00:00:00,2021-10-15,1960.0000000000002
6765,F36181,2021-09-10 00:00:00,2021-10-20,2548.17
6774,F36190,2021-09-21 00:00:00,2021-10-21,10863.6
6775,F36191,2021-09-21 00:00:00,2021-10-21,6243.6
6852,F36268,2021-09-20 00:00:00,2021-10-28,5628.0
6904,F36320,2021-09-28 00:00:00,2021-11-03,3569.523
6919,F36335,2021-10-05 00:00:00,2021-11-04,10863.6
6920,F36336,2021-10-05 00:00:00,2021-11-04,6243.6
6921,F36337,2021-10-05 00:00:00,2021-11-04,10863.6
6955,F36371,2021-10-08 00:00:00,2021-10-08,6460.000000000001
6956,F36372,2021-10-08 00:00:00,2021-10-08,5537.246
6994,F36410,2021-10-14 00:00:00,2021-11-13,10837.0
6996,F36412,2021-10-15 00:00:00,2021-11-28,9705.0
7004,F36420,2021-10-15 00:00:00,2021-12-14,23625.000000000004
7024,F36440,2021-10-18 00:00:00,2021-10-18,428.71000000000004
7063,F36479,2021-10-22 00:00:00,2021-11-21,4400.0
7110,F36526,2021-10-28 00:00:00,2021-10-28,8700.0
7136,F36552,2021-10-29 00:00:00,2021-10-29,11662.000000000002
7142,F36558,2021-10-29 00:00:00,2021-11-13,2815.3790000000004
7175,F36591,2021-10-21 00:00:00,2021-11-04,1968.0
7212,F36628,2021-11-08 00:00:00,2021-11-10,293.0
7226,F36642,2021-11-12 00:00:00,2021-11-26,5618.910000000001
7246,F36662,2021-11-12 00:00:00,2021-11-12,320.91
7266,F36682,2021-11-17 00:00:00,2021-12-17,1055.0
7274,F36690,2021-11-17 00:00:00,2021-12-18,6930.000000000001
7284,F36700,2021-11-05 00:00:00,2021-12-03,1248.3000000000002
7303,F36719,2021-11-17 00:00:00,2021-12-22,7500.017000000001
7344,F36760,2021-11-08 00:00:00,2021-11-25,800.0000000000001
7349,F36765,2021-11-17 00:00:00,2021-12-25,7500.017000000001
7350,F36766,2021-11-26 00:00:00,2021-12-25,7132.200000000001
7367,F36783,2021-11-29 00:00:00,2021-11-29,1714.8
7410,F36826,2021-12-02 00:00:00,2021-11-30,600.8000000000001
7437,F36853,2021-12-03 00:00:00,2022-01-02,6306.000000000001
7438,F36854,2021-12-01 00:00:00,2022-01-02,12612.000000000002
7444,F36860,2021-12-03 00:00:00,2021-12-03,420.00000000000006
7460,F36876,2021-11-18 00:00:00,2022-01-06,10745.9
7486,F36902,2021-12-09 00:00:00,2021-12-09,1714.8
7533,F36949,2021-12-14 00:00:00,2022-02-15,23625.000000000004
7559,F36975,2021-12-06 00:00:00,2021-12-22,23324.0
7561,F36977,2021-12-22 00:00:00,2022-01-21,5150.0
7562,F36978,2021-12-22 00:00:00,2022-01-21,4346.0
7651,F37067,2021-12-23 00:00:00,2022-02-06,2815.59
7669,F37085,2022-01-10 00:00:00,2022-02-09,4786.09
7684,F37100,2022-01-11 00:00:00,2022-02-11,938.5300000000001
7689,F37105,2022-01-12 00:00:00,2022-02-26,5050.8
7699,F37115,2022-01-14 00:00:00,2022-03-15,9450.0
7731,F37147,2022-01-17 00:00:00,2022-04-19,17420.0
7846,F37262,2022-01-26 00:00:00,2022-02-17,871.5000000000001
7854,F37270,2022-02-01 00:00:00,2022-03-04,2200.0
7866,F37282,2022-01-28 00:00:00,2022-03-06,16118.850000000002
7867,F37283,2022-02-04 00:00:00,2022-03-06,1581.0000000000002
7868,F37284,2022-02-04 00:00:00,2022-03-06,5497.0
7882,F37298,2022-02-08 00:00:00,2022-03-10,868.75
7892,F37308,2022-02-08 00:00:00,2022-04-10,9450.0
7893,F37309,2022-02-08 00:00:00,2022-03-11,6625.5
7901,F37317,2022-02-08 00:00:00,2022-03-11,6625.5
7904,F37320,2022-02-07 00:00:00,2022-03-11,9596.04
7939,F37355,2022-02-04 00:00:00,2022-03-16,5973.0
7960,F37376,2022-02-09 00:00:00,2022-02-16,3000.0000000000005
7967,F37383,2022-02-03 00:00:00,2022-04-02,1881.7
7974,F37390,2022-02-17 00:00:00,2022-02-25,587.0
7978,F37394,2022-02-11 00:00:00,2022-03-04,1136.5300000000002
8007,F37423,2022-02-21 00:00:00,2022-03-23,1645.0
8008,F37424,2022-02-21 00:00:00,2022-03-23,120.00000000000001
8063,F37479,2022-02-21 00:00:00,2022-02-25,935.34
8078,F37494,2022-02-28 00:00:00,2022-02-28,89.68
8081,F37497,2022-02-28 00:00:00,2022-02-28,89.68
8090,F37506,2022-02-28 00:00:00,2022-02-28,2586.21
8129,F37545,2022-02-15 00:00:00,2022-04-03,22362.850000000002
8152,F37568,2022-03-01 00:00:00,2022-03-08,156.94
8175,F37591,2022-03-10 00:00:00,2022-04-09,3060.0
8176,F37592,2022-03-10 00:00:00,2022-04-09,2680.0
8190,F37606,2022-03-11 00:00:00,2022-03-11,4650.5
8198,F37614,2022-03-11 00:00:00,2022-03-26,1500.0000000000002
8221,F37637,2022-03-15 00:00:00,2022-04-15,2700.0
8284,F37700,2022-03-23 00:00:00,2022-03-23,2650.8
8285,F37701,2022-03-18 00:00:00,2022-04-22,14175.000000000002
8330,F37746,2022-03-14 00:00:00,2022-03-28,6253.5
8339,F37755,2022-03-24 00:00:00,2022-03-29,527.59
8362,F37778,2022-03-31 00:00:00,2022-05-30,23625.000000000004
8406,F37822,2022-04-04 00:00:00,2022-04-19,435.0
8409,F37825,2022-04-04 00:00:00,2022-05-04,1129.5000000000002
8427,F37843,2022-03-30 00:00:00,2022-05-06,3754.1200000000003
8432,F37848,2022-04-06 00:00:00,2022-05-06,1200.0
8433,F37849,2022-04-06 00:00:00,2022-05-06,640.2090000000001
8436,F37852,2022-03-30 00:00:00,2022-05-07,5005.6
8440,F37856,2022-04-05 00:00:00,2022-06-06,18900.0
8444,F37860,2022-04-07 00:00:00,2022-05-07,4400.0
8468,F37884,2022-04-11 00:00:00,2022-05-11,2700.0
8565,F37981,2022-04-27 00:00:00,2022-05-26,24100.0
8596,F38012,2022-04-25 00:00:00,2022-05-13,3837.4
8606,F38022,2022-04-29 00:00:00,2022-05-07,659.48
8658,F38074,2022-04-29 00:00:00,2022-08-02,11581.880000000001
8669,F38085,2022-04-29 00:00:00,2022-08-03,13065.0
8676,F38092,2022-04-26 00:00:00,2022-05-05,1067.3000000000002
8682,F38098,2022-04-28 00:00:00,2022-05-06,1350.0
8684,F38100,2022-04-28 00:00:00,2022-05-06,1350.0
8699,F38115,2022-05-10 00:00:00,2022-06-08,8700.0
8731,F38147,2022-05-03 00:00:00,2022-06-11,1500.0000000000002
8774,F38190,2022-05-19 00:00:00,2022-06-03,462.0
8775,F38191,2022-05-18 00:00:00,2022-05-27,564.1
8786,F38202,2022-05-20 00:00:00,2022-05-28,394.88000000000005
8788,F38204,2022-05-17 00:00:00,2022-07-04,9064.0
8789,F38205,2022-05-17 00:00:00,2022-06-19,1877.06
8843,F38259,2022-05-30 00:00:00,2022-06-14,189.66
8851,F38267,2022-05-31 00:00:00,2022-06-08,517.2413
8863,F38279,2022-05-19 00:00:00,2022-06-30,1680.0000000000002
8885,F38301,2022-06-02 00:00:00,2022-08-01,23625.000000000004
8925,F38341,2022-06-09 00:00:00,2022-07-09,1108.8
8927,F38343,2022-06-03 00:00:00,2022-07-09,9364.5
8937,F38353,2022-06-09 00:00:00,2022-06-18,1128.2
8944,F38360,2022-06-13 00:00:00,2022-08-09,9450.0
8974,F38390,2022-06-13 00:00:00,2022-07-31,5045.0
8984,F38400,2022-06-16 00:00:00,2022-07-17,5110.8486
8995,F38411,2022-06-09 00:00:00,2022-07-17,6100.000000000001
9007,F38423,2022-06-20 00:00:00,2022-08-20,7560.0
9009,F38425,2022-06-22 00:00:00,2022-06-29,564.1
9023,F38439,2022-04-27 00:00:00,2022-07-22,9895.0
9026,F38442,2022-06-23 00:00:00,2022-07-23,3450.0000000000005
9042,F38458,2022-06-20 00:00:00,2022-06-24,3750.0000000000005
9043,F38459,2022-06-15 00:00:00,2022-06-24,1125.0
9063,F38479,2022-06-29 00:00:00,2022-07-29,4725.0
9066,F38482,2022-06-29 00:00:00,2022-06-29,1067.3000000000002
9068,F38484,2022-06-29 00:00:00,2022-07-29,61054.4
9071,F38487,2022-07-01 00:00:00,2022-07-30,10590.3
9073,F38489,2022-06-30 00:00:00,2022-07-15,2008.0000000000002
9102,F38518,2022-07-04 00:00:00,2022-08-03,5110.8486
9103,F38519,2022-07-04 00:00:00,2022-08-03,5110.8486
9136,F38552,2022-07-08 00:00:00,2022-07-23,1703.7504
9138,F38554,2022-07-08 00:00:00,2022-07-23,851.7993
9140,F38556,2022-07-08 00:00:00,2022-08-07,7258.68
9143,F38559,2022-07-11 00:00:00,2022-07-26,430.0
9161,F38577,2022-07-13 00:00:00,2022-08-11,4692.650000000001
9168,F38584,2022-07-11 00:00:00,2022-07-12,485.34000000000003
9185,F38601,2022-07-15 00:00:00,2022-07-30,3014.0
9198,F38614,2022-07-18 00:00:00,2022-07-18,3212.0
9207,F38623,2022-07-19 00:00:00,2022-08-19,235.3
9225,F38641,2022-07-13 00:00:00,2022-07-21,6366.4800000000005
9353,F38769,2022-08-09 00:00:00,2022-08-09,1750.0000000000002
9357,F38773,2022-08-05 00:00:00,2022-08-24,853.0000000000001
9387,F38803,2022-08-11 00:00:00,2022-08-11,370.52
9390,F38806,2022-08-09 00:00:00,2022-08-12,3678.0
9392,F38808,2022-08-10 00:00:00,2022-09-11,235.3
9393,F38809,2022-08-10 00:00:00,2022-09-11,5682.620000000001
9396,F38812,2022-08-12 00:00:00,2022-08-12,275.86
9428,F38844,2022-08-17 00:00:00,2022-08-17,1941.3600000000001
9464,F38880,2022-08-23 00:00:00,2022-11-21,13065.000000000002
9465,F38881,2022-08-23 00:00:00,2022-09-22,5973.000000000001
9487,F38903,2022-08-25 00:00:00,2022-09-24,732.7
9488,F38904,2022-08-02 00:00:00,2022-09-24,1662.5
9515,F38931,2022-08-29 00:00:00,2022-09-28,732.7
9523,F38939,2022-08-29 00:00:00,2022-09-28,732.7
9568,F38984,2022-09-05 00:00:00,2022-10-05,17582.0
9569,F38985,2022-09-05 00:00:00,2022-10-05,8356.464300000001
9575,F38991,2022-04-27 00:00:00,2022-10-06,9895.0
9587,F39003,2022-09-07 00:00:00,2022-10-07,462.0
9615,F39031,2022-09-12 00:00:00,2022-11-11,6804.000000000001
9641,F39057,2022-09-14 00:00:00,2022-09-14,1133.555
9679,F39095,2022-09-23 00:00:00,2022-10-20,17590.854600000002
9682,F39098,2022-09-20 00:00:00,2022-11-19,28350.000000000004
9684,F39100,2022-09-21 00:00:00,2022-10-21,144.0
9695,F39111,2022-09-15 00:00:00,2022-10-07,2213.8
9716,F39132,2022-08-23 00:00:00,2022-10-23,8655.0
9735,F39151,2022-09-27 00:00:00,2022-10-26,3258.69
9762,F39178,2022-09-29 00:00:00,2022-10-29,970.0
9790,F39206,2022-09-30 00:00:00,2022-11-29,14200.000000000002
9791,F39207,2022-09-30 00:00:00,2022-11-29,23625.000000000004
9868,F39284,2022-10-07 00:00:00,2022-11-11,28995.0
9911,F39327,2022-10-14 00:00:00,2023-01-16,17372.82
9945,F39361,2022-10-18 00:00:00,2022-11-20,4200.0
9978,F39394,2022-10-25 00:00:00,2022-11-24,2684.0
10019,F39435,2022-10-28 00:00:00,2022-12-27,28350.000000000004
10032,F39448,2022-10-21 00:00:00,2022-10-31,350.00000000000006
10061,F39477,2022-11-03 00:00:00,2022-12-03,17590.8546
10067,F39483,2022-11-01 00:00:00,2022-12-03,1737.5
10083,F39499,2022-11-04 00:00:00,2022-12-04,9373.7
10098,F39514,2022-11-08 00:00:00,2022-11-23,430.0
10121,F39537,2022-11-09 00:00:00,2022-12-09,17590.854600000002
10168,F39584,2022-11-15 00:00:00,2022-11-16,8196.78
10169,F39585,2022-11-14 00:00:00,2022-12-16,11550.0
10238,F39654,2022-11-28 00:00:00,2023-02-27,13065.0
10247,F39663,2022-11-30 00:00:00,2022-11-30,275.88
10285,F39701,2022-12-06 00:00:00,2023-01-05,2423.8500000000004
10373,F39789,2022-12-19 00:00:00,2022-12-19,699.0
10375,F39791,2022-12-15 00:00:00,2023-01-19,14968.8
10380,F39796,2022-12-19 00:00:00,2022-12-20,76.16000000000001
10398,F39814,2022-12-22 00:00:00,2023-02-20,28350.000000000004
10450,F39866,2023-01-05 00:00:00,2023-03-06,28350.0
10470,F39886,2022-12-22 00:00:00,2023-02-08,7960.500000000001
10519,F39935,2023-01-17 00:00:00,2023-02-02,4427.6
10539,F39955,2023-01-13 00:00:00,2023-04-20,17372.82
10557,F39973,2023-01-23 00:00:00,2023-02-23,54970.0
10563,F39979,2023-01-23 00:00:00,2023-03-25,42600.0
10645,F40061,2023-02-02 00:00:00,2023-01-31,6520.950000000001
10656,F40072,2023-01-30 00:00:00,2023-03-04,2744.0
10682,F40098,2023-02-07 00:00:00,2023-03-09,17712.0
10685,F40101,2023-02-07 00:00:00,2023-03-10,3500.0000000000005
10740,F40156,2023-02-16 00:00:00,2023-03-18,16639.5
10785,F40201,2023-02-23 00:00:00,2023-03-24,5144.700000000001
10794,F40210,2023-02-15 00:00:00,2023-03-24,4692.650000000001
10810,F40226,2023-02-24 00:00:00,2023-03-26,2729.6400000000003
10821,F40237,2023-02-13 00:00:00,2023-02-24,10088.400000000001
10839,F40255,2023-02-28 00:00:00,2023-03-30,3467.35
10845,F40261,2023-03-03 00:00:00,2023-02-28,4663.8
10871,F40287,2023-02-27 00:00:00,2023-03-31,9000.0
10876,F40292,2023-03-01 00:00:00,2023-03-02,3262.0
